x,y,u,v
34700.0,4600.0,1.22,-0.02
34800.0,4600.0,1.18,-0.02
34900.0,4600.0,1.13,-0.02
35000.0,4600.0,1.09,-0.02
35100.0,4600.0,1.04,-0.02
35200.0,4600.0,0.99,-0.02
35300.0,4600.0,0.94,-0.02
35400.0,4600.0,0.89,-0.02
35500.0,4600.0,0.85,-0.02
35600.0,4600.0,0.81,-0.02
35700.0,4600.0,0.76,-0.02
35800.0,4600.0,0.72,-0.02
35900.0,4600.0,0.68,-0.02
36000.0,4600.0,0.65,-0.02
36100.0,4600.0,0.61,-0.02
36200.0,4600.0,0.58,-0.02
36300.0,4600.0,0.54,-0.02
36400.0,4600.0,0.5,-0.02
36500.0,4600.0,0.47,-0.02
36600.0,4600.0,0.44,-0.02
36700.0,4600.0,0.41,-0.02
36800.0,4600.0,0.39,-0.02
36900.0,4600.0,0.36,-0.02
37000.0,4600.0,0.34,-0.02
37100.0,4600.0,0.32,-0.02
37200.0,4600.0,0.29,-0.02
37300.0,4600.0,0.28,-0.02
37400.0,4600.0,0.26,-0.02
37500.0,4600.0,0.24,-0.02
37600.0,4600.0,0.23,-0.02
37700.0,4600.0,0.2,-0.02
37800.0,4600.0,0.19,-0.03
37900.0,4600.0,0.17,-0.03
38000.0,4600.0,0.16,-0.03
38100.0,4600.0,0.15,-0.03
38200.0,4600.0,0.13,-0.03
38300.0,4600.0,0.12,-0.03
38400.0,4600.0,0.11,-0.03
38500.0,4600.0,0.1,-0.03
38600.0,4600.0,0.09,-0.03
38700.0,4600.0,0.08,-0.03
38800.0,4600.0,0.08,-0.03
38900.0,4600.0,0.07,-0.03
39000.0,4600.0,0.06,-0.03
39100.0,4600.0,0.06,-0.03
39200.0,4600.0,0.05,-0.03
39300.0,4600.0,0.05,-0.03
39400.0,4600.0,0.05,-0.04
39500.0,4600.0,0.04,-0.04
39600.0,4600.0,0.04,-0.04
39700.0,4600.0,0.04,-0.04
39800.0,4600.0,0.03,-0.04
39900.0,4600.0,0.03,-0.04
40000.0,4600.0,0.03,-0.04
40100.0,4600.0,0.03,-0.04
40200.0,4600.0,0.03,-0.04
40300.0,4600.0,0.03,-0.04
40400.0,4600.0,0.02,-0.04
40500.0,4600.0,0.02,-0.04
40600.0,4600.0,0.02,-0.04
40700.0,4600.0,0.02,-0.04
40800.0,4600.0,0.02,-0.04
40900.0,4600.0,0.01,-0.04
41000.0,4600.0,0.01,-0.04
41100.0,4600.0,0.01,-0.04
41200.0,4600.0,0.01,-0.04
41300.0,4600.0,0.01,-0.04
41400.0,4600.0,0.01,-0.04
41500.0,4600.0,0.01,-0.04
41600.0,4600.0,0.01,-0.04
41700.0,4600.0,0.01,-0.04
41800.0,4600.0,0.01,-0.04
41900.0,4600.0,0.01,-0.04
42000.0,4600.0,0.01,-0.04
42100.0,4600.0,0.01,-0.04
42200.0,4600.0,0.01,-0.04
42300.0,4600.0,0.01,-0.04
42400.0,4600.0,0.01,-0.04
42500.0,4600.0,0.01,-0.04
42600.0,4600.0,0.01,-0.04
42700.0,4600.0,0.0,-0.04
42800.0,4600.0,0.0,-0.04
42900.0,4600.0,0.0,-0.04
43000.0,4600.0,0.0,-0.04
43100.0,4600.0,0.0,-0.04
43200.0,4600.0,0.0,-0.04
43300.0,4600.0,-0.0,-0.04
43400.0,4600.0,0.01,-0.05
43500.0,4600.0,0.0,-0.04
43600.0,4600.0,0.0,-0.04
43700.0,4600.0,0.0,-0.05
43800.0,4600.0,0.0,-0.05
43900.0,4600.0,0.0,-0.04
44000.0,4600.0,-0.0,-0.05
44100.0,4600.0,-0.0,-0.05
44200.0,4600.0,-0.0,-0.05
44300.0,4600.0,-0.01,-0.05
44400.0,4600.0,-0.0,-0.05
44500.0,4600.0,-0.0,-0.05
44600.0,4600.0,-0.01,-0.05
44700.0,4600.0,-0.01,-0.05
44800.0,4600.0,-0.01,-0.05
44900.0,4600.0,-0.01,-0.05
45000.0,4600.0,-0.01,-0.05
45100.0,4600.0,-0.01,-0.05
45200.0,4600.0,-0.01,-0.05
45300.0,4600.0,-0.01,-0.05
45400.0,4600.0,-0.01,-999.0
45500.0,4600.0,-0.01,-999.0
45600.0,4600.0,-0.01,-0.05
45700.0,4600.0,-0.01,-999.0
45800.0,4600.0,-0.01,-999.0
45900.0,4600.0,-0.01,-0.06
46000.0,4600.0,-0.01,-0.06
46100.0,4600.0,-0.01,-0.06
46200.0,4600.0,-0.01,-0.06
46300.0,4600.0,-0.01,-0.06
46400.0,4600.0,-0.01,-0.06
46500.0,4600.0,-0.01,-0.06
46600.0,4600.0,-0.01,-0.06
46700.0,4600.0,-0.01,-0.06
46800.0,4600.0,-0.01,-0.06
46900.0,4600.0,-0.01,-0.06
47000.0,4600.0,-0.01,-0.06
47100.0,4600.0,-0.01,-0.06
47200.0,4600.0,-0.01,-999.0
47300.0,4600.0,-0.01,-999.0
47400.0,4600.0,-0.01,-999.0
47500.0,4600.0,-0.01,-999.0
47600.0,4600.0,-0.01,-999.0
47700.0,4600.0,-0.01,-999.0
47800.0,4600.0,-0.01,-999.0
47900.0,4600.0,-0.01,-999.0
48000.0,4600.0,-0.01,-999.0
48100.0,4600.0,-0.01,-999.0
48200.0,4600.0,-0.01,-999.0
48300.0,4600.0,-0.01,-999.0
48400.0,4600.0,-0.01,-999.0
48500.0,4600.0,-0.01,-999.0
48600.0,4600.0,-0.01,-999.0
48700.0,4600.0,-0.01,-999.0
48800.0,4600.0,-0.01,-0.06
48900.0,4600.0,-0.01,-0.06
49000.0,4600.0,-0.01,-0.06
49100.0,4600.0,-0.01,-0.06
49200.0,4600.0,-0.01,-0.07
49300.0,4600.0,-0.01,-0.07
49400.0,4600.0,-0.01,-0.07
49500.0,4600.0,-0.0,-0.07
49600.0,4600.0,-0.01,-0.07
49700.0,4600.0,-0.01,-0.07
49800.0,4600.0,-0.01,-0.07
49900.0,4600.0,-0.01,-0.07
50000.0,4600.0,-0.01,-0.07
50100.0,4600.0,-0.01,-0.07
50200.0,4600.0,-0.01,-0.07
50300.0,4600.0,-0.0,-0.07
50400.0,4600.0,-0.01,-0.08
50500.0,4600.0,-0.0,-0.08
50600.0,4600.0,-0.01,-0.08
50700.0,4600.0,-0.0,-0.08
50800.0,4600.0,-0.01,-0.08
50900.0,4600.0,-0.01,-0.08
51000.0,4600.0,-0.01,-0.08
51100.0,4600.0,-0.01,-0.08
51200.0,4600.0,-0.01,-0.08
51300.0,4600.0,-0.01,-0.08
51400.0,4600.0,-0.01,-0.09
51500.0,4600.0,-0.01,-0.09
51600.0,4600.0,-0.01,-0.08
51700.0,4600.0,-0.01,-0.08
51800.0,4600.0,-0.01,-0.09
51900.0,4600.0,-0.0,-0.08
52000.0,4600.0,-0.01,-0.09
52100.0,4600.0,-0.01,-0.09
52200.0,4600.0,-0.01,-0.09
52300.0,4600.0,-0.0,-0.09
52400.0,4600.0,-0.0,-0.09
52500.0,4600.0,-0.0,-0.09
52600.0,4600.0,-0.0,-0.09
52700.0,4600.0,-0.0,-0.09
52800.0,4600.0,-0.0,-0.09
52900.0,4600.0,-0.0,-0.09
53000.0,4600.0,-0.0,-0.09
53100.0,4600.0,-0.0,-0.1
53200.0,4600.0,-0.0,-0.09
53300.0,4600.0,-0.0,-0.1
53400.0,4600.0,-0.0,-0.1
53500.0,4600.0,-0.0,-0.09
53600.0,4600.0,-0.0,-0.1
53700.0,4600.0,-0.0,-0.1
53800.0,4600.0,-0.0,-0.1
53900.0,4600.0,-0.0,-0.1
54000.0,4600.0,-0.0,-0.1
54100.0,4600.0,-0.0,-0.1
54200.0,4600.0,-0.0,-0.1
54300.0,4600.0,-0.0,-0.1
54400.0,4600.0,-0.0,-0.1
54500.0,4600.0,-0.0,-0.1
54600.0,4600.0,-0.0,-0.1
54700.0,4600.0,-0.0,-0.11
54800.0,4600.0,-0.0,-0.11
54900.0,4600.0,-0.0,-0.11
55000.0,4600.0,-0.0,-0.11
55100.0,4600.0,-0.0,-0.11
55200.0,4600.0,-0.0,-0.11
55300.0,4600.0,-0.0,-0.11
55400.0,4600.0,-0.0,-0.11
55500.0,4600.0,-0.0,-0.11
55600.0,4600.0,-0.0,-0.11
55700.0,4600.0,-0.0,-0.11
55800.0,4600.0,-0.0,-0.11
55900.0,4600.0,-0.0,-0.11
56000.0,4600.0,-0.0,-0.11
56100.0,4600.0,-0.0,-0.12
56200.0,4600.0,-0.0,-0.12
56300.0,4600.0,-0.0,-0.12
56400.0,4600.0,-0.0,-0.12
56500.0,4600.0,-0.0,-0.12
56600.0,4600.0,-0.0,-0.11
56700.0,4600.0,-0.0,-0.11
56800.0,4600.0,-0.0,-0.11
56900.0,4600.0,-0.0,-0.11
57000.0,4600.0,-0.0,-0.11
57100.0,4600.0,-0.0,-0.11
57200.0,4600.0,-0.0,-0.11
57300.0,4600.0,-0.0,-0.11
57400.0,4600.0,-0.0,-0.11
57500.0,4600.0,-0.0,-0.11
57600.0,4600.0,-0.0,-0.11
57700.0,4600.0,-0.0,-0.11
57800.0,4600.0,-0.0,-0.11
57900.0,4600.0,-0.0,-0.11
58000.0,4600.0,-0.0,-0.11
58100.0,4600.0,-0.0,-0.11
58200.0,4600.0,-0.0,-0.11
58300.0,4600.0,-0.0,-0.1
58400.0,4600.0,-0.0,-0.1
58500.0,4600.0,-0.0,-0.1
58600.0,4600.0,-0.0,-0.09
58700.0,4600.0,-0.0,-0.1
58800.0,4600.0,-0.0,-0.1
58900.0,4600.0,-0.0,-0.1
59000.0,4600.0,-0.0,-0.09
59100.0,4600.0,-0.0,-0.09
59200.0,4600.0,-0.0,-0.09
59300.0,4600.0,-0.0,-0.08
59400.0,4600.0,-0.0,-0.08
59500.0,4600.0,-0.0,-0.07
59600.0,4600.0,-0.0,-0.07
59700.0,4600.0,-0.0,-0.07
59800.0,4600.0,-0.0,-0.06
59900.0,4600.0,-0.0,-0.06
60000.0,4600.0,-0.0,-0.06
60100.0,4600.0,-0.0,-0.05
60200.0,4600.0,-0.0,-0.05
60300.0,4600.0,-0.0,-0.04
60400.0,4600.0,-0.0,-0.04
60500.0,4600.0,-0.0,-0.03
60600.0,4600.0,-0.0,-0.02
60700.0,4600.0,-0.0,-0.02
60800.0,4600.0,-0.0,-0.01
60900.0,4600.0,-0.0,-0.01
61000.0,4600.0,-0.0,-0.0
61100.0,4600.0,-0.0,0.0
61200.0,4600.0,-0.0,0.01
61300.0,4600.0,-0.0,0.02
61400.0,4600.0,-0.0,0.02
61500.0,4600.0,-0.0,0.02
61600.0,4600.0,-0.0,0.03
61700.0,4600.0,-0.0,0.04
61800.0,4600.0,-0.0,0.04
61900.0,4600.0,-0.0,0.05
62000.0,4600.0,-0.0,0.05
62100.0,4600.0,-0.0,0.06
62200.0,4600.0,-0.0,0.06
62300.0,4600.0,-0.0,0.07
62400.0,4600.0,-0.0,0.08
62500.0,4600.0,-0.0,0.08
62600.0,4600.0,-0.0,0.08
62700.0,4600.0,-0.0,0.09
62800.0,4600.0,-0.0,0.08
62900.0,4600.0,-0.0,0.1
63000.0,4600.0,-0.0,0.1
63100.0,4600.0,-0.0,0.11
63200.0,4600.0,-0.0,0.11
63300.0,4600.0,-0.0,0.11
63400.0,4600.0,-0.0,0.11
63500.0,4600.0,-0.0,0.12
63600.0,4600.0,-0.0,0.13
63700.0,4600.0,-0.0,0.13
63800.0,4600.0,-0.0,0.14
63900.0,4600.0,-0.0,0.13
64000.0,4600.0,-0.0,0.13
64100.0,4600.0,-0.0,0.14
64200.0,4600.0,-0.0,0.14
64300.0,4600.0,-0.0,0.14
64400.0,4600.0,-0.0,0.15
64500.0,4600.0,-0.0,0.16
64600.0,4600.0,-0.0,0.15
64700.0,4600.0,-0.0,0.15
64800.0,4600.0,-0.0,0.15
64900.0,4600.0,-0.0,0.16
65000.0,4600.0,-0.0,0.16
65100.0,4600.0,-0.0,0.14
65200.0,4600.0,-0.0,0.16
65300.0,4600.0,-0.0,0.15
65400.0,4600.0,-0.0,0.15
65500.0,4600.0,-0.0,0.16
65600.0,4600.0,-0.0,0.14
65700.0,4600.0,-0.0,0.14
65800.0,4600.0,-0.0,0.14
65900.0,4600.0,-0.0,0.15
66000.0,4600.0,-0.0,0.14
66100.0,4600.0,-0.0,0.14
66200.0,4600.0,-0.0,0.13
66300.0,4600.0,-0.0,0.14
66400.0,4600.0,-0.0,0.13
66500.0,4600.0,-0.0,0.13
66600.0,4600.0,-0.0,0.13
66700.0,4600.0,-0.0,0.14
66800.0,4600.0,-0.0,0.12
66900.0,4600.0,-0.0,0.13
67000.0,4600.0,-0.0,0.12
67100.0,4600.0,-0.0,0.11
67200.0,4600.0,-0.0,0.12
67300.0,4600.0,-0.0,0.12
67400.0,4600.0,-0.0,0.11
67500.0,4600.0,-0.0,0.1
67600.0,4600.0,-0.0,0.1
67700.0,4600.0,-0.0,0.09
67800.0,4600.0,-0.0,0.09
67900.0,4600.0,-0.0,0.09
68000.0,4600.0,-0.0,0.09
68100.0,4600.0,-0.0,0.09
68200.0,4600.0,-0.0,0.08
68300.0,4600.0,-0.0,0.09
68400.0,4600.0,-0.0,0.08
68700.0,4600.0,-0.0,0.06
68800.0,4600.0,-0.0,0.07
68900.0,4600.0,-0.0,0.06
69000.0,4600.0,-0.0,0.08
69200.0,4600.0,-0.0,0.06
69600.0,4600.0,-0.0,0.06
70300.0,4600.0,-0.0,0.05
70400.0,4600.0,-0.0,0.05
70500.0,4600.0,-0.0,0.05
70600.0,4600.0,-0.0,0.05
70700.0,4600.0,-0.0,0.05
70800.0,4600.0,-0.0,0.04
70900.0,4600.0,-0.0,0.04
71100.0,4600.0,-0.0,0.05
71200.0,4600.0,-0.0,0.05
21800.0,4700.0,1.38,0.02
21900.0,4700.0,1.39,0.02
22200.0,4700.0,1.3,0.02
22500.0,4700.0,1.2,0.02
22700.0,4700.0,1.11,0.01
22800.0,4700.0,1.31,0.01
22900.0,4700.0,1.74,0.02
23000.0,4700.0,2.17,0.01
23100.0,4700.0,2.51,0.01
23200.0,4700.0,2.65,0.01
23300.0,4700.0,2.63,0.01
23400.0,4700.0,2.54,0.01
23500.0,4700.0,2.46,0.01
23600.0,4700.0,2.38,0.01
23700.0,4700.0,2.33,0.01
23800.0,4700.0,2.29,0.01
23900.0,4700.0,2.27,0.01
24000.0,4700.0,2.28,0.01
24100.0,4700.0,2.3,0.01
24200.0,4700.0,2.34,0.01
24300.0,4700.0,2.37,0.01
24400.0,4700.0,2.42,0.01
24500.0,4700.0,2.46,0.01
24600.0,4700.0,2.48,0.01
24700.0,4700.0,2.49,0.01
24800.0,4700.0,2.47,0.01
24900.0,4700.0,2.43,0.01
25000.0,4700.0,2.37,0.01
25100.0,4700.0,2.29,0.01
25200.0,4700.0,2.19,0.01
25300.0,4700.0,2.08,0.01
25400.0,4700.0,1.96,0.01
25500.0,4700.0,1.83,0.01
25600.0,4700.0,1.71,0.01
25700.0,4700.0,1.59,0.01
25800.0,4700.0,1.5,0.01
25900.0,4700.0,1.41,0.01
26000.0,4700.0,1.34,0.01
26100.0,4700.0,1.28,0.01
26200.0,4700.0,1.23,0.01
26300.0,4700.0,1.2,0.01
26400.0,4700.0,1.19,0.01
26500.0,4700.0,1.2,0.01
26600.0,4700.0,1.22,0.01
26700.0,4700.0,1.26,0.01
26800.0,4700.0,1.31,0.01
26900.0,4700.0,1.37,0.01
27000.0,4700.0,1.43,0.01
27100.0,4700.0,1.49,0.01
27200.0,4700.0,1.54,0.01
27300.0,4700.0,1.58,0.01
27400.0,4700.0,1.61,0.01
27500.0,4700.0,1.61,0.01
27600.0,4700.0,1.6,0.01
27700.0,4700.0,1.58,0.01
27800.0,4700.0,1.53,0.0
27900.0,4700.0,1.47,0.0
28000.0,4700.0,1.39,0.0
28100.0,4700.0,1.31,0.0
28200.0,4700.0,1.22,0.0
28300.0,4700.0,1.12,0.0
28400.0,4700.0,1.04,0.0
28500.0,4700.0,0.96,0.0
28600.0,4700.0,0.9,0.0
28700.0,4700.0,0.85,0.0
28800.0,4700.0,0.8,0.0
28900.0,4700.0,0.77,0.0
29000.0,4700.0,0.76,0.0
29100.0,4700.0,0.74,0.0
29200.0,4700.0,0.75,0.0
29300.0,4700.0,0.76,0.0
29400.0,4700.0,0.78,0.0
29500.0,4700.0,0.79,0.0
29600.0,4700.0,0.8,0.0
29700.0,4700.0,0.82,0.0
29800.0,4700.0,0.83,0.0
29900.0,4700.0,0.86,0.0
30000.0,4700.0,0.89,-0.0
30100.0,4700.0,0.92,-0.0
30200.0,4700.0,0.97,-0.01
30300.0,4700.0,1.02,-0.0
30400.0,4700.0,1.08,-0.0
30500.0,4700.0,1.14,-0.01
30600.0,4700.0,1.2,-0.0
30700.0,4700.0,1.27,-0.0
30800.0,4700.0,1.32,-0.01
30900.0,4700.0,1.36,-0.01
31000.0,4700.0,1.4,-0.01
31100.0,4700.0,1.43,-0.01
31200.0,4700.0,1.45,-0.01
31300.0,4700.0,1.48,-0.01
31400.0,4700.0,1.51,-0.01
31500.0,4700.0,1.56,-0.01
31600.0,4700.0,1.62,-0.01
31700.0,4700.0,1.69,-0.02
31800.0,4700.0,1.74,-0.02
31900.0,4700.0,1.78,-0.02
32000.0,4700.0,1.82,-0.02
32100.0,4700.0,1.83,-0.02
32200.0,4700.0,1.83,-0.02
32300.0,4700.0,1.83,-0.02
32400.0,4700.0,1.82,-0.02
32500.0,4700.0,1.78,-0.02
32600.0,4700.0,1.75,-0.02
32700.0,4700.0,1.72,-0.02
32800.0,4700.0,1.68,-0.02
32900.0,4700.0,1.64,-0.02
33000.0,4700.0,1.6,-0.02
33100.0,4700.0,1.56,-0.02
33200.0,4700.0,1.52,-0.02
33300.0,4700.0,1.49,-0.02
33400.0,4700.0,1.46,-0.02
33500.0,4700.0,1.44,-0.02
33600.0,4700.0,1.42,-0.02
33700.0,4700.0,1.4,-0.02
33800.0,4700.0,1.39,-0.02
33900.0,4700.0,1.38,-0.02
34000.0,4700.0,1.37,-0.02
34100.0,4700.0,1.35,-0.02
34200.0,4700.0,1.33,-0.02
34300.0,4700.0,1.3,-0.02
34400.0,4700.0,1.27,-0.02
34500.0,4700.0,1.23,-0.02
34600.0,4700.0,1.2,-0.02
34700.0,4700.0,1.15,-0.02
34800.0,4700.0,1.11,-0.02
34900.0,4700.0,1.06,-0.02
35000.0,4700.0,1.01,-0.02
35100.0,4700.0,0.97,-0.02
35200.0,4700.0,0.92,-0.02
35300.0,4700.0,0.88,-0.02
35400.0,4700.0,0.83,-0.02
35500.0,4700.0,0.79,-0.02
35600.0,4700.0,0.75,-0.02
35700.0,4700.0,0.71,-0.02
35800.0,4700.0,0.67,-0.02
35900.0,4700.0,0.63,-0.02
36000.0,4700.0,0.6,-0.02
36100.0,4700.0,0.56,-0.02
36200.0,4700.0,0.52,-0.02
36300.0,4700.0,0.49,-0.02
36400.0,4700.0,0.47,-0.02
36500.0,4700.0,0.44,-0.02
36600.0,4700.0,0.41,-0.02
36700.0,4700.0,0.38,-0.02
36800.0,4700.0,0.36,-0.02
36900.0,4700.0,0.34,-0.02
37000.0,4700.0,0.31,-0.02
37100.0,4700.0,0.29,-0.02
37200.0,4700.0,0.28,-0.02
37300.0,4700.0,0.26,-0.02
37400.0,4700.0,0.24,-0.02
37500.0,4700.0,0.23,-0.02
37600.0,4700.0,0.21,-0.02
37700.0,4700.0,0.19,-0.02
37800.0,4700.0,0.18,-0.03
37900.0,4700.0,0.16,-0.03
38000.0,4700.0,0.15,-0.03
38100.0,4700.0,0.14,-0.03
38200.0,4700.0,0.12,-0.03
38300.0,4700.0,0.11,-0.03
38400.0,4700.0,0.1,-0.03
38500.0,4700.0,0.1,-0.03
38600.0,4700.0,0.09,-0.03
38700.0,4700.0,0.07,-0.03
38800.0,4700.0,0.07,-0.03
38900.0,4700.0,0.07,-0.03
39000.0,4700.0,0.06,-0.03
39100.0,4700.0,0.05,-0.03
39200.0,4700.0,0.05,-0.03
39300.0,4700.0,0.05,-0.03
39400.0,4700.0,0.05,-0.03
39500.0,4700.0,0.04,-0.04
39600.0,4700.0,0.04,-0.04
39700.0,4700.0,0.04,-0.04
39800.0,4700.0,0.03,-0.04
39900.0,4700.0,0.03,-0.04
40000.0,4700.0,0.03,-0.04
40100.0,4700.0,0.03,-0.04
40200.0,4700.0,0.03,-0.04
40300.0,4700.0,0.03,-0.04
40400.0,4700.0,0.02,-0.04
40500.0,4700.0,0.02,-0.04
40600.0,4700.0,0.02,-0.04
40700.0,4700.0,0.02,-0.04
40800.0,4700.0,0.02,-0.04
40900.0,4700.0,0.02,-0.04
41000.0,4700.0,0.01,-0.04
41100.0,4700.0,0.02,-0.04
41200.0,4700.0,0.01,-0.04
41300.0,4700.0,0.01,-0.04
41400.0,4700.0,0.01,-0.04
41500.0,4700.0,0.01,-0.04
41600.0,4700.0,0.01,-0.04
41700.0,4700.0,0.01,-0.04
41800.0,4700.0,0.01,-0.04
41900.0,4700.0,0.01,-0.04
42000.0,4700.0,0.01,-0.04
42100.0,4700.0,0.0,-0.04
42200.0,4700.0,0.0,-0.04
42300.0,4700.0,0.0,-0.04
42400.0,4700.0,0.01,-0.04
42500.0,4700.0,0.0,-0.04
42600.0,4700.0,0.0,-0.04
42700.0,4700.0,0.0,-0.04
42800.0,4700.0,0.0,-0.04
42900.0,4700.0,-0.0,-0.04
43000.0,4700.0,0.0,-0.04
43100.0,4700.0,0.0,-0.04
43200.0,4700.0,-0.0,-0.04
43300.0,4700.0,0.0,-0.04
43400.0,4700.0,0.0,-0.04
43500.0,4700.0,0.0,-0.05
43600.0,4700.0,0.0,-0.04
43700.0,4700.0,0.0,-0.05
43800.0,4700.0,-0.0,-0.05
43900.0,4700.0,-0.0,-0.04
44000.0,4700.0,-0.0,-0.05
44100.0,4700.0,-0.0,-0.05
44200.0,4700.0,-0.01,-0.05
44300.0,4700.0,-0.01,-0.05
44400.0,4700.0,-0.01,-0.05
44500.0,4700.0,-0.01,-0.05
44600.0,4700.0,-0.0,-0.05
44700.0,4700.0,-0.01,-0.05
44800.0,4700.0,-0.01,-0.05
44900.0,4700.0,-0.01,-0.05
45000.0,4700.0,-0.01,-0.05
45100.0,4700.0,-0.01,-0.05
45200.0,4700.0,-0.0,-0.05
45300.0,4700.0,-0.01,-0.05
45400.0,4700.0,-0.01,-0.05
45500.0,4700.0,-0.01,-0.05
45600.0,4700.0,-0.01,-0.05
45700.0,4700.0,-0.0,-0.05
45800.0,4700.0,-0.01,-0.05
45900.0,4700.0,-0.0,-999.0
46000.0,4700.0,-0.01,-0.06
46100.0,4700.0,-0.01,-0.06
46200.0,4700.0,-0.01,-0.06
46300.0,4700.0,-0.01,-0.06
46400.0,4700.0,-0.01,-0.06
46500.0,4700.0,-0.01,-0.06
46600.0,4700.0,-0.0,-0.06
46700.0,4700.0,-0.01,-0.06
46800.0,4700.0,-0.01,-0.06
46900.0,4700.0,-0.01,-0.06
47000.0,4700.0,-0.01,-0.06
47100.0,4700.0,-0.01,-999.0
47200.0,4700.0,-0.01,-999.0
47300.0,4700.0,-0.01,-999.0
47400.0,4700.0,-0.01,-999.0
47500.0,4700.0,-0.01,-999.0
47600.0,4700.0,-0.01,-999.0
47700.0,4700.0,-0.01,-999.0
47800.0,4700.0,-0.01,-999.0
47900.0,4700.0,-0.01,-999.0
48000.0,4700.0,-0.01,-999.0
48100.0,4700.0,-0.01,-999.0
48200.0,4700.0,-0.01,-999.0
48300.0,4700.0,-0.01,-999.0
48400.0,4700.0,-0.01,-999.0
48500.0,4700.0,-0.01,-999.0
48600.0,4700.0,-0.01,-999.0
48700.0,4700.0,-0.01,-999.0
48800.0,4700.0,-0.01,-0.06
48900.0,4700.0,-0.01,-0.06
49000.0,4700.0,-0.01,-0.06
49100.0,4700.0,-0.01,-0.06
49200.0,4700.0,-0.01,-0.07
49300.0,4700.0,-0.01,-0.07
49400.0,4700.0,-0.01,-0.07
49500.0,4700.0,-0.01,-0.07
49600.0,4700.0,-0.0,-0.07
49700.0,4700.0,-0.0,-0.07
49800.0,4700.0,-0.0,-0.07
49900.0,4700.0,-0.01,-0.07
50000.0,4700.0,-0.01,-0.07
50100.0,4700.0,-0.01,-0.07
50200.0,4700.0,-0.01,-0.07
50300.0,4700.0,-0.01,-0.07
50400.0,4700.0,-0.0,-0.07
50500.0,4700.0,-0.01,-0.08
50600.0,4700.0,-0.01,-0.08
50700.0,4700.0,-0.01,-0.08
50800.0,4700.0,-0.01,-0.08
50900.0,4700.0,-0.01,-0.08
51000.0,4700.0,-0.01,-0.08
51100.0,4700.0,-0.01,-0.08
51200.0,4700.0,-0.01,-0.08
51300.0,4700.0,-0.01,-0.08
51400.0,4700.0,-0.01,-0.09
51500.0,4700.0,-0.01,-0.09
51600.0,4700.0,-0.01,-0.09
51700.0,4700.0,-0.01,-0.09
51800.0,4700.0,-0.0,-0.09
51900.0,4700.0,-0.01,-0.08
52000.0,4700.0,-0.01,-0.09
52100.0,4700.0,-0.01,-0.09
52200.0,4700.0,-0.0,-0.09
52300.0,4700.0,-0.0,-0.09
52400.0,4700.0,-0.0,-0.09
52500.0,4700.0,-0.0,-0.09
52600.0,4700.0,-0.0,-0.09
52700.0,4700.0,-0.0,-0.09
52800.0,4700.0,-0.0,-0.09
52900.0,4700.0,-0.0,-0.09
53000.0,4700.0,-0.0,-0.09
53100.0,4700.0,-0.0,-0.09
53200.0,4700.0,-0.0,-0.09
53300.0,4700.0,-0.0,-0.09
53400.0,4700.0,-0.0,-0.09
53500.0,4700.0,-0.0,-0.09
53600.0,4700.0,-0.0,-0.1
53700.0,4700.0,-0.0,-0.09
53800.0,4700.0,-0.0,-0.1
53900.0,4700.0,-0.0,-0.1
54000.0,4700.0,-0.0,-0.1
54100.0,4700.0,-0.0,-0.1
54200.0,4700.0,-0.0,-0.1
54300.0,4700.0,-0.0,-0.1
54400.0,4700.0,-0.0,-0.1
54500.0,4700.0,-0.0,-0.1
54600.0,4700.0,-0.0,-0.1
54700.0,4700.0,-0.0,-0.1
54800.0,4700.0,-0.0,-0.11
54900.0,4700.0,-0.0,-0.11
55000.0,4700.0,-0.0,-0.11
55100.0,4700.0,-0.0,-0.11
55200.0,4700.0,-0.0,-0.11
55300.0,4700.0,-0.0,-0.11
55400.0,4700.0,-0.0,-0.11
55500.0,4700.0,-0.0,-0.11
55600.0,4700.0,-0.0,-0.11
55700.0,4700.0,-0.0,-0.11
55800.0,4700.0,-0.0,-0.11
55900.0,4700.0,-0.0,-0.11
56000.0,4700.0,-0.0,-0.11
56100.0,4700.0,-0.0,-0.11
56200.0,4700.0,-0.0,-0.11
56300.0,4700.0,-0.0,-0.12
56400.0,4700.0,-0.0,-0.11
56500.0,4700.0,-0.0,-0.11
56600.0,4700.0,-0.0,-0.11
56700.0,4700.0,-0.0,-0.11
56800.0,4700.0,-0.0,-0.11
56900.0,4700.0,-0.0,-0.11
57000.0,4700.0,-0.0,-0.11
57100.0,4700.0,-0.0,-0.11
57200.0,4700.0,-0.0,-0.11
57300.0,4700.0,-0.0,-0.11
57400.0,4700.0,-0.0,-0.11
57500.0,4700.0,-0.0,-0.11
57600.0,4700.0,-0.0,-0.11
57700.0,4700.0,-0.0,-0.11
57800.0,4700.0,-0.0,-0.11
57900.0,4700.0,-0.0,-0.11
58000.0,4700.0,-0.0,-0.11
58100.0,4700.0,-0.0,-0.11
58200.0,4700.0,-0.0,-0.11
58300.0,4700.0,-0.0,-0.1
58400.0,4700.0,-0.0,-0.1
58500.0,4700.0,-0.0,-0.1
58600.0,4700.0,-0.0,-0.1
58700.0,4700.0,-0.0,-0.1
58800.0,4700.0,-0.0,-0.1
58900.0,4700.0,-0.0,-0.09
59000.0,4700.0,-0.0,-0.09
59100.0,4700.0,-0.0,-0.09
59200.0,4700.0,-0.0,-0.08
